Tomb No.,Alternate No.,Location,Collection Date,Elevation (MSL),Occupant,Translit. Occupant,Nickname,Translit. Nickname,Occupant Status,Period,Dynasty,Reigning King,Date Begin,Date End,Title1,Title2,Title3,Spouse,Translit. Spouse,Father,Translit. Father,Mother,Translit. Mother,Usurper,Translit. Usurper,Photo Link,Web Link,Notes,Bibliography,ppnsl,x,y
tt191,,Asasif (west),2/28/2006,90.236,Wahibre-Nebpehti,wAH-jb-ra-Nb-pHty,,,Primary Owner,Third Intermediate Period; Late Period,26,Psamtik I,653,610,Chamberlain of the divine adoratress,Director of the festival,,,,"Padihor, head of outline draughtsmen",pA-di-Hr,Tjesmutpert,Ts-mwt-prt,,,https://gis.cofc.edu/olgistn/tt191.htm,,,"PM 1/1, 297
Kampp, TN 1, 480",,461052.89300000016,2846339.9800000004
tt192,,Asasif (west),2/19/2006,90.161,Kheruef,xrw-f,Senaa,snAA (nAA),Primary Owner,New Kingdom,18,Amenhotep II to Amenhotep IV (Akhenaten),1453,1334,steward of the Great Royal Wife Tiy,seal-bearer of the Bity-king,"true scribe of the king, director of the palace",,,Siked (Nebked),"s-qd, nb-qd",Ruiu,rwiw,,,,,"GPS location collected at west colonnade, above. Habachi (1980) argues the tomb owner's name is actually (S)Naa, ""who is called Kheruef,"" according to texts in the tomb. tt192 is located along the south side of the causeway of Thutmose III, facing east, in the central Asasif. It is one of 11 tombs of Dyn. 18 in this area (others also from the reign of Amenhotep III). The tomb appears to be among the largest of private tombs of Dyn. 18, if not the largest (so Habach 1980, 26). The tomb is fronted by a large sunken courtyard accessed by a descending stairway to a decorated doorway that passes into a transverse entrance colonnade. The interior of the tomb is much like contemporary tt055 (Ramose), although of larger scale. Fronting the interior is a decorated portico whose roof and columns have long collapsed. To preserve the relief decoration, this portico has been enclosed in modern times. Beyond is a large hypostyle hall planned for 30 fluted columns (only 1 surviving), leading to a colonnade of 9 pairs of columns, of which only 8 survive. The entrance to the burial chamber is in the floor of the hypo hall against the south wall. The tomb was never completed. The roof of the hypo hall collapsed during its construction, and was abandoned with most of the rubble piled against the south wall. Surviving wall decorations (in various stages of completion), depict the celebration of the Sed Festivals of Amenhotep III. That the decoration also dates to the co-regency with Amenhotep IV is indicated by scenes depicting AIV offering to his father AIII. NB: the nearby contemporary tomb of the vizier Amenhotep Huy also dates to the co-regency. Apparently, very late in reign of Amenhotep III, the figures of Kheruef and others were attacked and mutilated, ironically in an Atenist proscription. tt192 has many intrusions of tombs and burials cut throughout the structure from the Ramesside era through the Third Intermediate Period and later. The rear chamber of tt407 (Bintenduatnetjer), located south of tt192, breaks into Kheruef's collapsed hypostyle hall, southwest corner. Here the rough hole exists in Kheruef's wall (above the burial passage),  about 3 m. above floor (Epigraphic Survey, pl. 6). However when the breakthrough occurred, the hall would have been nearly full of debris at that point.","Dorman, Peter F. ""The Long Coregency Revisited: Architectural and Iconographic Conundra in the Tomb of Kheruef."" In Causing His Name to Live: Studies in Egyptian Epigraphy and History in Memory of William J. Murnane, ed. P. J. Brand and L. Cooper, 65-82. Leiden: Brill, 2009: 
Epigraphic Survey, The Tomb of Kheruef: Theban Tomb 192. OIP 102. Chicago: Oriental Institute, 1980; 
Habachi, L. ASAE 55 (1958): 325-350; 
Hegazy, S. El-. Memnonia 6 (1995): 141-145; 
Fakhry, A. ASAE 42 (1943): 449-508; 
Martín Valentín, F. Boletín de la Asociación Española de Egiptología 3 (1991): 213-240; 
Nims, C. JNES 32 (1973), 181-187; 
Kampp, TN 1, 480-483; 
PM 1/1, 298-300.",,461040.1560000004,2846309.6569999997
tt193,,Asasif (west),2/21/2006,82.019,Ptahemheb,ptH-m-Hb,,,Primary Owner,New Kingdom,19,Ramesses I to Tawosret,1293,1185,Great one of the seal in the treasury of the estate of Amun,,,Taditaweret,tA-dj-tA-wrt,,,,,,,,,,"PM 1/1, 300
Kampp, TN 1, 483",,461067.7419999996,2846306.5610000007
tt194,,Asasif (west),2/20/2006,82.28,Dhehutyemheb,Dhwty-m-Hb,,,Primary Owner,New Kingdom,19,Ramesses I to Tawosret,1293,1185,Overseer of the marshland-dwellers of the estate of Amun,Scribe of the temple of Amun,,Mutnedjmet,mwt-nDmt,"unknown, wab-priest in front of Amun, scribe of divine offerings of Amun",,,,,,,,,"Kampp, TN 1, 483-485.
PM 1/1, 300-301; 
Seyfried, K.-J. Das Grab des Djehutiemhab (TT 194). Theben 7. Mainz: Verlag Philipp von Zabern, 1995.",,461067.7249999996,2846301.255000001
tt195,,Asasif (west),2/20/2006,80.248,Bakenemun,bAk-n-jmn,,,Primary Owner,New Kingdom,19,Ramesses I to Tawosret,1293,1185,Scribe of the treasury of the estate of Amun,,,Weretneferet,wrt-nfrt,,,,,,,,,,"PM 1/1, 301
Kampp, TN 1, 485",,461068.3770000003,2846296.978
tt196,,Asasif (east),2/25/2006,95.631,Padihorresnet,pA-di-Hr-rsnt,,,Primary Owner,Third Intermediate Period; Late Period,26,Tefnakht II to Psamtik III,685,525,Chief steward of Amun,,,,,Akhameneru,Ax-imn-rw,Shepenrenenutet,Spn-rnnwtt,,,https://gis.cofc.edu/olgistn/tt196.htm,,tt196 located southeast of tt192 (Kheruef); large LP tomb of Padihorresnet with mudbrick enclosure wall. Published by E. Graefe. Perimeter of the enclosure and first court were also mapped and drawn by GPS.,"Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropole. Untersuchungen der Zweigstelle Kairo des Österreichischen Archäologischen Institutes 6; Österreichische Akademie der Wissenschaften, Denkschriften der Gesamtakademie 8. Wien: Verlag der ÖAW, 1984; 
Graefe, E. Das Grab des Padihorresnet, Obervermögensverwalter der Gottesgemahlin des Amun (Thebanisches Grab Nr. 196). Monumenta Aegyptiaca 9. Turnhout: Brepols/FERE,  2003; 
Kampp, TN 1, 485;
PM 1/1, 302.",,461121.9469999997,2846299.6109999996
tt197,Champollion 55,Asasif (west),2/27/2006,101.074,Padineith,pA-di-Nt,,,Primary Owner,Third Intermediate Period; Late Period,26,Psamtik II,595,589,Chief steward of the god's wife divine adoratress Ankhenesneferibre,,,,,Psamtik,psmtk,Tadibastet,Ta-di-bAst,,,,,GPS location collected at entry at top of stair,"Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropole. Untersuchungen der Zweigstelle Kairo des Österreichischen Archäologischen Institutes 6; Österreichische Akademie der Wissenschaften, Denkschriften der Gesamtakademie 8. Wien: Verlag der ÖAW, 1984; 
Kampp, TN 1, 485; 
PM 1/1, 302.",,461052.63100000005,2846490.819
tt198,,el-Khokha,2/15/2006,100.618,Ryia,ryjA,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Chief of the magazine of Amun in Karnak,unknown,,,,,,,,,,,,Buried; location approximate.,"Kampp, TN 1, 23, 485; 
PM 1/1, 303.",,461004.73599999957,2846205.3100000005
tt199,,el-Khokha,2/12/2006,98.748,Amenirneferu,jmn-jr-nfrw,,,Primary Owner,New Kingdom,18,Ahmose I to Amenhotep III,1570,1350,Overseer of the magazine,unknown,,,,,,,,,,https://gis.cofc.edu/olgistn/tt199.htm,,"Buried; location approximate. According to PM 1/1, 303, tomb is inaccessible, and Kampp, TN 1, 485, reports she could not find it. On the basis of the destruction of the name of Amun in the owner's name, Kampp dates the tomb to Dyn. 18, pre-Amarna period.","Kampp, TN 1, 40, 485; 
PM 1/1, 303.",,461014.9740000004,2846192.789000001
tt200,Hay 05; Champollion 36,el-Khokha,2/12/2006,91.921,Dedi,ddj,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Governor of the deserts on the west of Thebes,chief of the regiment of Pharaoh,,Tuy,twy,,,,,,,https://gis.cofc.edu/olgistn/tt200.htm,,Tomb decoration depicts the coregency of Tuthmosis III and Amenhotep II.,"Kampp, TN 1, 24, 485-487; 
PM 1/1, 303-304; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,461007.6169999996,2846181.899
tt201,,el-Khokha,2/12/2006,99.277,Ra,ra,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III (?),1419,1349,First royal herald,,,,,,,,,,,,,,"Kampp, TN 1, 31, 487-488; 
PM 1/1, 304-305.; 
Redford, S. The Tomb of Rea (TT 201). Akhenaten Temple Project 4. Toronto: Akhenaten Temple Project, 1994; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,461029.3490000004,2846191.842
tt203,,el-Khokha,2/12/2006,101.837,Unknown,,,,Primary Owner,New Kingdom,18,Amenhotep III,1386,1349,Unknown,,,,,,,,,Wenennefer,wnn-nfr,https://gis.cofc.edu/olgistn/tt203.htm,,"The dates and usurpation of this tomb are according to Kampp, TN 1, 489, following Helck (1963).","Kampp, TN 1, 489-490; 
PM 1/1, 305; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,461053.1059999997,2846192.183
tt203,,el-Khokha,2/12/2006,101.837,Wenennefer,wnn-nfr,,,Usurper,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,God's father of Mut,,,,,,,,,,,https://gis.cofc.edu/olgistn/tt203.htm,,"The dates and usurpation of this tomb are according to Kampp, TN 1, 489, following Helck (1963), who dates the tomb's usurper to the second half of the reign of Ramesses II.","Kampp, TN 1, 23, 137, 489-490; 
PM 1/1, 305; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,461053.1059999997,2846192.183
tt204,,el-Khokha,2/14/2006,107.49,Nebanensu,nb-ann-sw,,,Primary Owner,New Kingdom,18,Ahmose I to Horemheb,1570,1293,Sailor of the first prophet of Amun,,,,,,,,,,,https://gis.cofc.edu/olgistn/tt204.htm,,tt204 is better represented on the map of Zoltan Fabian than Kampp.  It is T-form located directly on the top of the Khokha hill.  West façade-wall of transverse corridor western extension is destroyed.  Large hole in floor reveals the tomb's substructure or another tomb below.,"Kampp, TN 1, 23, 490; 
PM 1/1, 305.",,461142.96300000045,2846150.5869999994
tt205,,el-Khokha,2/13/2006,104.995,Djehutymose,DHwty-ms,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,royal butler,,,,,,,,,,,https://gis.cofc.edu/olgistn/tt205.htm,,,"Kampp, TN 1, 17; 
Kampp, TN 2, 491; 
PM 1/1, 305.",,461159.7719999999,2846147.284
tt206,,el-Khokha,2/13/2006,106.071,Inpuemheb,jnpw-m-Hb,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Scribe of the Place of Truth,,,,,,,,,,,https://gis.cofc.edu/olgistn/tt206.htm,,tt206 is joined to tt185.,"Kampp, TN 1, 23; 
Kampp, TN 2, 491-492; 
PM 1/1, 305-306; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,461173.14800000004,2846149.0999999996
tt209,,Qurnah South,3/7/2006,88.079,Seremhatrekhyt,sr-m-HAt-rxyt,,,Primary Owner,Third Intermediate Period; Late Period,26,Tefnakht II to Psamtik III,685,525,Hereditary Prince,Sole beloved companion,,,,,,,,,,https://gis.cofc.edu/olgistn/tt209.htm,,"Partly buried. Saite sunken courtyard tomb located on plain south of Qurnah hill and northwest of tt223 and tt391, in area sometimes designated as the ""südliche Asasif"" (based on observation 3/06--PAP). This designation explains the confusion between PM and Kampp. PM 1/1, 306, identifies it as ""Sheikh Abd el-Qurnah,"" and map 6 [E4, c4], locates it on the plain south of the base of Qurnah hill. Kampp, TN 2, 494, identifies the location the southern Asasif. The tombs of this area were recently excavated by the South Asasif Conservation Project, E. Pischikova, director.","Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropolen. UZKORI 6. Österreichischen Akademie der Wissenschaften. Vienna: VOAW, 1994; 
Kampp, TN 2, 494; 
PM 1/1, 306.",,460549.1540000001,2845811.9790000003
tt223,Champollion 17,Qurnah South,3/7/2006,90.876,Kerekhamun; Kerkeramun,krx-jmn; krkr-imn,,,Primary Owner,Third Intermediate Period; Late Period,26,Tefnakht II to Psamtik III,685,525,first ak-priest,,,,,,,,,,,https://gis.cofc.edu/olgistn/tt223.htm,,"Saite sunken courtyard tomb located on plain south of Qurnah hill north of tt391 in area sometimes designated as the ""südliche Asasif""(!) (based on observation 3/06--PAP). This designation explains the confusion between PM and Kampp. PM 1/1, 324, identifies it as ""Sheikh Abd el-Qurnah,"" and map 6 [E4, c5], locates it on the plain south of the base of Qurnah hill. Kampp, TN 2, 498, identifies the location the southern Asasif. While the name of the owner is usually rendered as Kerekhamun (e.g., PM 1/1, 324), Kampp reads it as Kerkeramun. Newly excavated by the South Asasif Conservation Project, E. Pischikova, director.","Ali, A. M. ""Conservation and Reconstruction of the Second Pillared Hall of the Tomb of Karakhamun (TT 223)."" In Thebes in the First Millennium BC: Art and Archaeology of the Kushite Period and Beyond, ed. E. Pischikova et al., 49-58. London: Golden House Publications, 2018; 
Ali, A. M. ""Reconstruction and Conservation of the Tomb of Karakhamun (TT 223)."" In Thebes in the First Millennium BC, ed. E. Pischikova et al., 161-172. Newcastle: Cambridge Scholars Publishing, 2014; 
Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropolen. UZKORI 6. Österreichischen Akademie der Wissenschaften. Vienna: VOAW, 1994, 41-42; 
Kampp, TN 2, 498; 
Pischikova, E. ""The Dog of Karakhamun."" In Offerings to the Discerning Eye: An Egyptological Medley in Honor of Jack A. Josephson, ed. S D'Auria, 263-270. CHANE 38. Leiden: Brill, 2010; 
Pischikova, E. ""Karabasken and Karakhamun as Precursors of Nespakashuty? In Archaeological Research in the Valley of the Kings and Ancient Thebes: Papers Presented in Honor of Richard H. Wilkinson, ed. P. P. Creasman, 255-271. Tucson: University of Arizona Egyptian Expedition, 2013; 
Pischikova, E., ed. Tombs of the South Asasif Necropolis: Thebes, Karakhamun (TT 223), and Karabasken (TT 391) in the Twenty-fifth Dynasty. Cairo: The American University in Cairo Press, 2014; 
Pischikova, E., ed. Tombs of the South Asasif Necropolis: New Discoveries and Research 2012-14. Cairo: The American University in Cairo Press, 2017; 
PM 1/1, 324; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 146.",,460540.07600000035,2845756.933
tt224,,SAQ Plain,12/16/2005,78.196,Ahmose,jaH-ms,Humay,Hw-my; Hmy,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1504,1450,Overseer of the estate of the god's wife,Overseer of the two granaries of the god's wife Ahmes-Nefertari,,Nebu,nbw,Senusert,sn-wsrt,Taidy,tA-jdy,,,,,Tomb shares the same courtyard with the later tt368 (Amenhotep).,"Kampp, TN 1, 21, 87; 
Kampp, TN 2, 498-501; 
PM 1/1, 325; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 5, 39, 233.",,460767.86899999995,2845888.7990000006
tt225,,SAQ Upper Enclosure,11/14/2005,134.597,Amenemhat (?),jmn-m-HAt,,,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,First prophet of Hathor,,,Webkhet,wbxt,,,,,,,,,"Located beside tt083 to south. Owner's name does not survive in the tomb, only his title. Hence PM 1/1, 325, labels him as ""unknown"". Kampp suggests to identify him with Amenemhat, First Prophet of Hathor (based on funerary cone Davies-Macadam #27). Title is rare and probably refers to owner of tt225.","Kampp, TN 1, 87, 137; 
Kampp, TN 2, 501-502; 
PM 1/1, 325; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460659.75100000016,2846076.312999999
tt227,,SAQ Upper Enclosure,11/6/2005,122.224,Siamun,sA-jmn,,,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1504,1450,Unknown,,,,,"Hapu, Third Lector-priest of Amun",Hpw,Ahhotep (?),jaH-Htp,,,,,"Tomb is located above tt068. Except for fragmentary text and traces of decoration, nothing survives. Because owner's name is lost, PM 1/1, 327, labels him as ""unknown"". Identification as Siamun is based on Seyfried (1991). Siamun's brother is probably Hapuseneb (tt067); hence, his mother is probably Ahhotep.","Kampp, TN 1, 23, 100; 
Kampp, TN 2, 504-505; 
PM 1/1, 327; 
Seyfried, K.-J. Das Grab des Paenkhemenu (TT 68) und die Anlage TT 227. Theben 6. Mainz: Verlag Philipp von Zabern, 1991; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460758.0460000001,2846124.181
tt228,,SAQ Upper Enclosure,11/6/2005,116.988,Amenmose,jmn-ms,,,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,Scribe of the treasury of Amun,,,,,Amtju (?),amTw,,,,,,,"Date specifically to reign of Tuthmosis III is according to Kampp, TN 2, 505. Amenmose is the son of Amtju (tt083) and brother of Useramun (tt061 and tt131). Kampp suggests the tomb perhaps usurped in Ramesside era.","Kampp, TN 1, 24; 
Kampp, TN 2, 505-506; 
PM 1/1, 327-328; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 37-38.",,460799.32799999975,2846213.2760000005
tt229,,SAQ Upper Enclosure,11/13/2005,146.939,Unknown,,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Unknown,,,,,,,,,,,,,"Specific date to reigns of Tuthmosis III or Amenhotep II is according to Kampp, TN 2, 506.","Kampp, TN 1, 30; 
Kampp, TN 2, 506; 
PM 1/1, 328.",,460656.1799999997,2846151.671
tt230,,SAQ Upper Enclosure,11/11/2005,156.689,Men,mn,,,Primary Owner,New Kingdom,18,Ahmose I to Horemheb,1570,1293,Scribe of soldiers of the Lord of the Two Lands,,,,,,,,,,,,,"Remains of a Coptic structure lie in the courtyard (so Kampp, TN 2, 507).","Kampp, TN 1, 23, 137; 
Kampp, TN 2, 507, 508; 
PM 1/1, 328; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460646.38599999994,2846130.8770000003
tt238,,el-Khokha,2/14/2006,110.053,Neferweben,nfr-wbn,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Royal butler clean of hands,,,,,,,,,,,,,"Specific date to the reign of Amenhotep II is according to Kampp, TN 2, 515.","Kampp, TN 1, 17, 137; 
Kampp, TN 2, 515-516; 
PM 1/1, 330.",,461142.6579999998,2846160.2229999993
tt240,mma517,Deir el-Bahari,3/29/2006,160.746,Meru,mrw,,,Primary Owner,Middle Kingdom,11,Nebhepetre-Mentuhotep II,2061,2010,Overseer of sealers,Royal sealbearer,,,,Iku,jkw,Nebti,nbty,,,https://gis.cofc.edu/olgistn/tt240.htm,,tt240 (mma517) is located in MMA cemetery 500;,"Allen, J. P. ""Some Theban Officials of the Early Middle Kingdom."" In Studies in Honor of William Kelly Simpson, ed. P. der Manuelian. Vol. 1. Boston: 1996, 10, 24; 
Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, p. 45; 
Chudzik, P. Polish Archaeology in the Mediterranean 27 (2018): 183-194; 
Kampp, TN 2, 516; 
PM 1/1, 330-331; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 100-108.",,461067.8710000003,2846831.909
tt241,,el-Khokha,2/4/2006,95.408,Ahmose,jaH-ms,,,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1504,1450,Scribe of the divine writings,Child of the nursery,Chief of the mysteries in the House of the Morning,Ahmose,jaH-ms,,,,,,,,http://www.waseda.ac.jp/projects/egypt/sites/TT-E.html#al-Khokha,At the northwest corner of the courtyard (in the western wall) is the entrance to tomb k343 (owner unknown).,"Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 23; 
Kampp, TN 2, 517-519; 
Kondo, J. Orient 23 (1987): 69; 
Mackay, E. ASAE 14 (1914): 95; 
PM 1/1, 331-332; 
Shorter, A. W. JEA 16 (1930): 54-62; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234; 
Yoshimura, S. Research in Egypt 1966-1991. Tokyo: Waseda University, 1991.",,461170.54200000037,2846128.0490000006
tt242,,Asasif (west),2/25/2006,87.991,Wahibre,wAH-jb-ra,,,Primary Owner,Third Intermediate Period; Late Period,26,Tefnakht II to Psamtik III,653,525,Chamberlain of the divine adoratress Ankhenesneferibre,,,Tadepanehep,,Pedeamunnai,PA-dj-jmn-nAj,Mutirdis,Mwt-jr-dj.s,,,,,,"Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropole. Untersuchungen der Zweigstelle Kairo des Österreichischen Archäologischen Institutes 6; Österreichische Akademie der Wissenschaften, Denkschriften der Gesamtakademie 8. Wien: Verlag der ÖAW, 1984; 
Kampp, TN 2, 519; 
PM 1/1, 332.",,461126.5630000001,2846338.1280000005
tt243,,Asasif (west),2/28/2006,88.784,Pemu,pmw,,,Primary Owner,Third Intermediate Period; Late Period,26,Tefnakht II to Psamtik III,653,525,overseer of the southern city (mayor of Thebes),,,,,"prophet, heneku-priest in Southern Heliopolis",,,,,,,,"Partially buried; tt243 (Pamiu, Dyn. 26) is located in the sunken courtyard originally built for k081 (Menkheper, Dyn 18), adjoining the south side of the Thutmose III causeway. This court also contains tombs p086 and p085/(tt244?). tt243 is situated in southwest corner of the court (west wall, south end), south of k081 and facing east. Note: The number ""243"" is incorrectly painted on the entry of adjoining tomb p086! Similar to the courtyard of k028 (Amenhotep Huy), this court is accessed by a ceremonial causeway or dromos flanked by tombs. The tombs in this section are located beside the causeway of Thutmose III and the processional route of the Feast of the Valley. The dromos of k081 points east southeast toward the causeway, (in the general direction of the bark station of Thutmose III above tt386 and the valley temple of Hatshepsut beyond. In this manner, it faces toward the procession of the bark of Amun. (NB: plan of tt243 in PM 1/1, 326 is in error = misaligned directional arrow!).","Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropole. Untersuchungen der Zweigstelle Kairo des Österreichischen Archäologischen Institutes 6; Österreichische Akademie der Wissenschaften, Denkschriften der Gesamtakademie 8. Wien: Verlag der ÖAW, 1984; 
Kampp, TN 2, 519; 
PM 1/1, 332.",,460997.29700000025,2846353.3450000007
tt244,,Asasif (west),3/20/2006,91.691,Pakharu,pA-xArw,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Oversser of carpenters of the Temple of Amun,,,Ruwedawy,rwd-awy,,,,,,,https://gis.cofc.edu/olgistn/tt244.htm,,"The entrance of tt244 (Pakharu) is buried. Kampp locates it on the south side of the dromos or causeway leading to the entrance of the sunken courtyard of k028 (Amenhotep Huy),  as indicated here. Here the tomb faces north. However, at same time she also suggests a tomb ""? 244"" is otherwise located in the northwest corner of the k081 courtyard, apparently based on Austrian Inst. map of the Asasif (Plan 1). There the tomb faces southwest. That tomb is otherwise designated p085 in this database. The plan in PM 1/1, 326, shows tt244 facing southwest, while the Map IV, D-4, j, 5, shows it facing west! Compounding the confuson, the number ""244"" is painted on the rock above the entry of p155 in the k028 courtyard!!","Kampp, TN 2, 520; 
PM 1/1, 332-333.",,461014.19099999964,2846323.6659999993
tt245,,el-Khokha,1/16/2006,89.977,Hory,Hry,,,Primary Owner,New Kingdom,18 to 19,Ahmose I to Tawosret,1570,1185,Steward of the king's wife,Scribe,,,,,,,,,,,,In 2006 courtyard was filled with rubbish and garbage to high level.,"Kampp, TN 1, 40; 
Kampp, TN 2, 520-521; 
PM 1/1, 333.",,461060.84700000007,2846071.613
tt246,,el-Khokha,1/14/2006,86.445,Senenre,sn-n-ra,,,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1503,1450,Scribe,,,Satmenhit,sAt-mnHyt,,,,,,,,,In 2006 courtyard was filled with rubbish and garbage to high level.,"Kampp, TN 1, 23; 
Kampp, TN 2, 521-522; 
PM 1/1, 333.",,461062.09499999974,2846072.624
tt247,,el-Khokha,1/14/2006,82.12,Simut,sA-mwt,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III,1419,1349,Counter of the cattle of Amun,Scribe,,Satamun,sAt-jmn,,,,,,,,,In 2006 courtyard was filled with rubbish and garbage to high level.,"Kampp, TN 1, 17; 
Kampp, TN 2, 522-523; 
Lorton, D. JSSEA 9 (1978-1978): 27-31; 
PM 1/1, 333; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,461063.949,2846077.3609999996
tt248,,el-Khokha,1/16/2006,91.093,Djehutymose,DHwty-ms,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Maker of offerings of Tuthmosis III,,,Tameret,tA-mrt,,,,,,,,,In 2006 courtyard was filled with rubbish and garbage to high level.,"Kampp, TN 1, 17; 
Kampp, TN 2, 523-524; 
PM 1/1, 335; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,461066.09499999974,2846076.069
tt249,,SAQ Plain,12/18/2005,73.254,Neferrenpet,nfr-rnpt,,,Primary Owner,New Kingdom,18,Amenhotep III,1386,1349,Keeper of date-wine in the Mansion of Nebmaatre,,,,,,,,,,,,,"While PM 1/1, 335, dates tomb to reign of Tuthmosis IV (approx.), Kampp (1991) correctly dates it to Amenhotep III on basis of owner's titles.","Kampp, F. OLZ 86 (1991): 27ff.; 
Kampp, TN 1, 24, 137; 
Kampp, TN 2, 524-525; 
Manniche, L. The Wall Decoration of Three Theban Tombs (TT 77, 175, and 249). CNI Publications 4. Copenhagen: Carsten Niebuhr Institute of Ancient Near Eastern Studies, 1988; 
PM 1/1, 335; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,460918.39800000004,2845888.426999999
